d;x;y;z;z_lisse;pente;x_prime_lisse;y_prime_lisse;x_seconde_lisse;y_seconde_lisse;courbure
0;496.15;123.41;9.51;9.51;1.1;-0.67;-0.75;0.001805556;0.004652778;-0.001733468
1;495.48;122.66;9.52;9.52;1.0;-0.665;-0.75;0.002916667;0.007708333;-0.002917837
2;494.82;121.91;9.53;9.53;1.1;-0.658333333;-0.744166667;-6.94753E-14;0.0125;-0.008389901
3;494.16;121.17;9.54;9.54;1.4;-0.665833333;-0.744166667;-0.00047619;-0.00047619;-3.74634E-05
4;493.49;120.42;9.56;9.56;1.4;-0.665;-0.750833333;-0.000367965;0.00017316;-0.00038795
5;492.83;119.67;9.57;9.57;1.1;-0.665;-0.750833333;-0.00038961;-0.00017316;-0.000175803
6;492.16;118.92;9.58;9.58;0.9;-0.665;-0.744166667;0.00038961;0.00021645;0.000146874
7;491.5;118.18;9.59;9.59;1.1;-0.665;-0.744166667;0.000367965;0.000541126;-8.65385E-05
8;490.83;117.43;9.6;9.60;1.4;-0.665833333;-0.751666667;0.00021645;-9.84302E-16;0.000160685
9;490.17;116.68;9.62;9.62;1.4;-0.658333333;-0.744166667;-3.93721E-15;-0.000541126;0.000363199
10;489.51;115.94;9.63;9.63;1.1;-0.665833333;-0.744166667;-0.00021645;-0.00021645;-1.70288E-05
11;488.84;115.19;9.64;9.64;1.1;-0.665;-0.750833333;-0.000367965;0.00017316;-0.00038795
12;488.18;114.44;9.65;9.65;1.4;-0.665;-0.750833333;-0.000995671;0.0004329;-0.001026249
13;487.51;113.69;9.67;9.67;1.5;-0.665;-0.744166667;-0.000974026;0.000367965;-0.000975368
14;486.85;112.95;9.68;9.68;1.0;-0.664166667;-0.745;-0.000974026;0.000974026;-0.001380546
15;486.18;112.2;9.69;9.69;0.6;-0.670833333;-0.745;-0.001190476;0.000995671;-0.001543148
16;485.51;111.46;9.69;9.69;0.5;-0.67;-0.745;-0.000151515;0.000367965;-0.00035731
17;484.84;110.71;9.7;9.70;0.3;-0.67;-0.745833333;0.000151515;0.00021645;-3.177E-05
18;484.17;109.97;9.7;9.70;0.2;-0.670833333;-0.738333333;0.000584416;0.000606061;2.51102E-05
19;483.5;109.23;9.7;9.70;0.5;-0.664166667;-0.745833333;0.00021645;-6.49351E-05;0.000205369
20;482.84;108.48;9.71;9.71;0.9;-0.664166667;-0.745833333;-0.00021645;6.49351E-05;-0.000205369
21;482.17;107.74;9.72;9.72;1.2;-0.670833333;-0.738333333;-0.000584416;-3.93721E-15;-0.000434649
22;481.5;107;9.73;9.73;1.5;-0.67;-0.745833333;-0.000757576;-6.49351E-05;-0.000517502
23;480.83;106.25;9.75;9.75;1.3;-0.67;-0.745833333;-0.000606061;6.49351E-05;-0.000491711
24;480.16;105.51;9.76;9.76;0.8;-0.67;-0.738333333;-3.93721E-15;3.93721E-15;-5.59488E-15
25;479.49;104.77;9.76;9.76;0.5;-0.67;-0.745833333;7.87441E-15;0.000541126;-0.000359762
26;478.82;104.02;9.77;9.77;0.4;-0.67;-0.745833333;0.000606061;0.00021645;0.000304634
27;478.15;103.28;9.77;9.77;0.1;-0.67;-0.739166667;0.000757576;-0.00017316;0.000680819
28;477.48;102.54;9.77;9.77;0.1;-0.670833333;-0.739166667;0.000584416;0.00017316;0.000317539
29;476.81;101.8;9.77;9.77;0.4;-0.664166667;-0.745833333;0.00021645;-0.00021645;0.000306396
30;476.15;101.05;9.78;9.78;0.4;-0.664166667;-0.745833333;-0.00021645;-0.000541126;0.000198741
31;475.48;100.31;9.78;9.78;0.3;-0.670833333;-0.738333333;-0.000584416;-1.9686E-15;-0.000434649
32;474.81;99.57;9.78;9.78;0.4;-0.67;-0.745833333;-0.000757576;-6.49351E-05;-0.000517502
33;474.14;98.82;9.79;9.79;0.4;-0.67;-0.745833333;-0.000606061;6.49351E-05;-0.000491711
34;473.47;98.08;9.79;9.79;0.1;-0.67;-0.738333333;-7.87441E-15;4.92151E-15;-9.19347E-15
35;472.8;97.34;9.79;9.79;0.1;-0.67;-0.745833333;3.93721E-15;0.000541126;-0.000359762
36;472.13;96.59;9.79;9.79;0.4;-0.67;-0.745833333;-3.93721E-15;0.00021645;-0.000143905
37;471.46;95.85;9.8;9.80;0.4;-0.67;-0.739166667;3.93721E-15;-0.00017316;0.000116846
38;470.79;95.11;9.8;9.80;0.3;-0.67;-0.739166667;-3.93721E-15;0.00017316;-0.000116846
39;470.12;94.37;9.8;9.80;0.3;-0.67;-0.745833333;-3.93721E-15;0.00038961;-0.000259029
40;469.45;93.62;9.81;9.81;0.5;-0.67;-0.745833333;0;-0.00038961;0.000259029
41;468.78;92.88;9.81;9.81;0.5;-0.67;-0.739166667;3.93721E-15;-0.00017316;0.000116846
42;468.11;92.14;9.82;9.82;0.5;-0.67;-0.739166667;0;0.00017316;-0.000116846
43;467.44;91.4;9.82;9.82;0.5;-0.67;-0.745833333;3.93721E-15;0.00038961;-0.000259029
44;466.77;90.65;9.83;9.83;0.5;-0.67;-0.745833333;-3.93721E-15;0.00021645;-0.000143905
45;466.1;89.91;9.83;9.83;0.7;-0.67;-0.739166667;-3.93721E-15;-2.1645E-05;1.46057E-05
46;465.43;89.17;9.84;9.84;0.7;-0.67;-0.74;0;-4.92151E-15;3.3148E-15
47;464.76;88.43;9.85;9.85;0.7;-0.67;-0.739166667;-3.93721E-15;-0.000584416;0.000394355
48;464.09;87.69;9.85;9.85;0.5;-0.67;-0.745833333;0.000606061;-0.000974026;0.001096111
49;463.42;86.94;9.86;9.86;0.5;-0.67;-0.745;0.001363636;-0.000974026;0.001658731
50;462.75;86.2;9.86;9.86;0.5;-0.670833333;-0.745;0.001948052;-0.000995671;0.0021033
51;462.08;85.45;9.87;9.87;0.5;-0.665;-0.745;0.001558442;-0.000974026;0.001816253
52;461.42;84.71;9.87;9.87;0.7;-0.659166667;-0.744166667;0.001190476;-0.000974026;0.001555207
53;460.76;83.96;9.88;9.88;0.7;-0.659166667;-0.750833333;0.000779221;-0.001190476;0.001373388
54;460.1;83.21;9.89;9.89;0.7;-0.665833333;-0.75;-0.00021645;-0.000757576;0.00033911
55;459.43;82.46;9.89;9.89;0.5;-0.665833333;-0.75;-0.000541126;1.9686E-15;-0.000402318
56;458.77;81.71;9.9;9.90;0.5;-0.658333333;-0.75;0;0.000757576;-0.000501818
57;458.11;80.96;9.9;9.90;0.5;-0.665833333;-0.750833333;-6.49351E-05;0.000584416;-0.000433266
58;457.44;80.21;9.91;9.91;0.5;-0.665833333;-0.744166667;6.49351E-05;0.00021645;-9.62129E-05
59;456.78;79.47;9.91;9.91;0.7;-0.658333333;-0.744166667;0;-0.00021645;0.00014528
60;456.12;78.72;9.92;9.92;0.7;-0.665833333;-0.750833333;0.000541126;-0.000584416;0.00078704
61;455.45;77.97;9.93;9.93;0.6;-0.665833333;-0.75;-0.00038961;0.000454545;-0.000589691
62;454.79;77.22;9.93;9.93;0.6;-0.659166667;-0.75;-0.002748918;0.002121212;-0.003475545
63;454.13;76.47;9.94;9.94;0.7;-0.658333333;-0.751666667;-0.003896104;0.003896104;-0.005506671
64;453.47;75.72;9.95;9.95;0.6;-0.669166667;-0.74;-0.004307359;0.003722944;-0.005718263
65;452.79;74.99;9.95;9.95;0.6;-0.6875;-0.728333333;-0.004112554;0.003138528;-0.005128982
66;452.1;74.26;9.96;9.96;0.7;-0.685833333;-0.729166667;-0.002510823;0.002142857;-0.003290321
67;451.42;73.53;9.97;9.97;0.6;-0.679166667;-0.735833333;-0.001233766;0.000995671;-0.001577636
68;450.74;72.79;9.97;9.97;0.6;-0.68;-0.735833333;-3.93721E-15;0.00021645;-0.00014634
69;450.06;72.06;9.98;9.98;0.7;-0.679166667;-0.729166667;2.1645E-05;0.000584416;-0.000385198
70;449.38;71.33;9.99;9.99;0.7;-0.685833333;-0.73;-0.00021645;0.000757576;-0.000674272
71;448.69;70.6;9.99;9.99;0.5;-0.685833333;-0.73;-0.00038961;0.000606061;-0.000696655
72;448.01;69.87;10;10.00;0.5;-0.679166667;-0.73;-0.00017316;0;-0.000127521
73;447.33;69.14;10;10.00;0.7;-0.679166667;-0.73;0.000779221;-0.001212121;0.001404332
74;446.65;68.41;10.01;10.01;0.7;-0.685833333;-0.73;0.002359307;-0.002727273;0.003575212
75;445.96;67.68;10.02;10.02;0.6;-0.686666667;-0.728333333;0.003528139;-0.003896104;0.005229442
76;445.28;66.95;10.02;10.02;0.6;-0.675;-0.74;0.00469697;-0.004329004;0.00636701
77;444.61;66.2;10.03;10.03;0.7;-0.664166667;-0.751666667;0.00487013;-0.003896104;0.006191451
78;443.95;65.45;10.04;10.04;0.7;-0.659166667;-0.75;0.003917749;-0.002727273;0.004757426
79;443.29;64.7;10.04;10.04;0.5;-0.66;-0.75;0.001363636;-0.001212121;0.001827934
80;442.63;63.95;10.05;10.05;0.5;-0.66;-0.75;-0.007424242;0.008484848;-0.011200087
81;441.97;63.2;10.05;10.05;0.5;-0.659166667;-0.75;-0.017554113;0.018484848;-0.025464659
82;441.31;62.45;10.06;10.06;0.5;-0.655833333;-0.761666667;-0.02495671;0.026515152;-0.035845492
83;440.64;61.7;10.06;10.06;0.5;-0.725;-0.679166667;-0.033766234;0.040627706;-0.05343515
84;439.86;61.09;10.07;10.07;0.5;-0.794166667;-0.604166667;-0.042229437;0.058268398;-0.072252009
85;439.07;60.47;10.07;10.07;0.5;-0.7825;-0.630833333;-0.04521645;0.069372294;-0.081549972
86;438.28;59.86;10.08;10.08;0.5;-0.835;-0.528333333;-0.040757576;0.070064935;-0.082962049
87;437.39;59.43;10.08;10.08;0.5;-0.928333333;-0.36;-0.03474026;0.068268398;-0.076871512
88;436.44;59.11;10.09;10.09;0.5;-0.955833333;-0.311666667;-0.029588745;0.066709957;-0.071823784
89;435.49;58.79;10.09;10.09;0.5;-0.940833333;-0.325;-0.021060606;0.054935065;-0.059347219
90;434.55;58.48;10.1;10.10;0.5;-0.965;-0.251666667;-0.011926407;0.042705628;-0.044575577
91;433.56;58.29;10.1;10.10;0.5;-0.988333333;-0.164166667;-0.008766234;0.044134199;-0.04480592
92;432.58;58.13;10.11;10.11;0.5;-0.984166667;-0.1675;-0.007792208;0.047337662;-0.048135724
93;431.59;57.96;10.11;10.11;0.5;-0.99;-0.15;-0.005562771;0.043831169;-0.044055345
94;430.6;57.85;10.12;10.12;0.5;-0.995;-0.05;-0.001103896;0.047467532;-0.047820575
95;429.6;57.85;10.12;10.12;0.5;-1.000833333;0.009166667;0.001536797;0.059155844;-0.059063994
96;428.6;57.85;10.13;10.13;0.5;-1.0025;-0.015833333;0.00508658;0.065800866;-0.065368694
97;427.6;57.85;10.13;10.13;0.5;-0.985;0.089166667;0.007251082;0.064004329;-0.065834195
98;426.63;58.04;10.14;10.14;0.5;-0.968333333;0.24;0.00961039;0.06047619;-0.061302079
99;425.66;58.3;10.14;10.14;0.5;-0.965;0.269166667;0.00974026;0.053787879;-0.054227794
100;424.7;58.57;10.15;10.15;0.5;-0.961666667;0.275833333;0.015519481;0.052359307;-0.054560398
101;423.74;58.86;10.15;10.15;0.5;-0.944166667;0.321666667;0.023484848;0.054307359;-0.059280623
102;422.81;59.21;10.16;10.16;0.3;-0.9425;0.336666667;0.03038961;0.061969697;-0.068468009
103;421.87;59.56;10.16;10.16;0.3;-0.8825;0.4575;0.034437229;0.065281385;-0.074693772
104;421.05;60.13;10.16;10.16;0.4;-0.8;0.603333333;0.033614719;0.059047619;-0.067114764
105;420.25;60.73;10.17;10.17;0.4;-0.801666667;0.599166667;0.028658009;0.046818182;-0.054566741
106;419.45;61.33;10.17;10.17;0.1;-0.78;0.619166667;0.029264069;0.038787879;-0.048977456
107;418.69;61.97;10.17;10.17;0.1;-0.758333333;0.645833333;0.030021645;0.032619048;-0.044648449
108;417.93;62.62;10.17;10.17;0.4;-0.760833333;0.656666667;0.034350649;0.034718615;-0.04824088
109;417.19;63.3;10.18;10.18;0.4;-0.6725;0.7375;0.045995671;0.03995671;-0.061144319
110;416.58;64.09;10.18;10.18;0.1;-0.605;0.8;0.058138528;0.043116883;-0.071945352
111;415.96;64.88;10.18;10.18;0.0;-0.6325;0.774166667;0.064935065;0.043311688;-0.077736291
112;415.35;65.66;10.18;10.18;0.0;-0.513333333;0.8425;0.061493506;0.037510823;-0.074006001
113;414.94;66.57;10.18;10.18;0.0;-0.368333333;0.93;0.049935065;0.028874459;-0.057026319
114;414.58;67.5;10.18;10.18;0.1;-0.355833333;0.9375;0.03504329;0.020627706;-0.039862378
115;414.22;68.44;10.18;10.18;0.4;-0.359166667;0.935833333;0.014264069;0.009025974;-0.016472256
116;413.86;69.37;10.19;10.19;0.4;-0.363333333;0.93;-0.003030303;-0.001320346;0.003313247
117;413.49;70.3;10.19;10.19;0.1;-0.380833333;0.925;-0.006277056;-0.002922078;0.006912268
118;413.1;71.22;10.19;10.19;0.0;-0.391666667;0.919166667;-0.00465368;-0.002554113;0.005291593
119;412.71;72.14;10.19;10.19;0.0;-0.39;0.92;-0.002575758;-0.000757576;0.002671159
120;412.32;73.06;10.19;10.19;0.0;-0.390833333;0.92;-0.000627706;0.000151515;0.000518933
121;411.93;73.98;10.19;10.19;0.0;-0.384166667;0.919166667;0.00021645;0.000584416;-0.000428307
122;411.55;74.9;10.19;10.19;0.0;-0.384166667;0.925833333;-0.00021645;0.00021645;0.000116413
123;411.16;75.83;10.19;10.19;0.0;-0.390833333;0.925833333;-0.000584416;-0.00021645;0.000616473
124;410.77;76.75;10.19;10.19;0.0;-0.39;0.919166667;-0.000151515;-0.000584416;0.000368866
125;410.38;77.67;10.19;10.19;0.0;-0.39;0.92;0.000757576;-0.000151515;-0.000639317
126;409.99;78.59;10.19;10.19;0.0;-0.390833333;0.92;0.002554113;0.000757576;-0.002649244
127;409.6;79.51;10.19;10.19;0.0;-0.385;0.919166667;0.004134199;0.001948052;-0.004597573
128;409.22;80.43;10.19;10.19;0.0;-0.38;0.925;0.00465368;0.002164502;-0.005126972
129;408.84;81.36;10.19;10.19;0.0;-0.375833333;0.930833333;0.004718615;0.001948052;-0.005065754
130;408.47;82.29;10.19;10.19;0.0;-0.363333333;0.93;0.003528139;0.001363636;-0.00379419
131;408.11;83.22;10.19;10.19;0.0;-0.365;0.93;0.001731602;0.000606061;-0.001836765
132;407.74;84.15;10.19;10.19;0.0;-0.365;0.93;0.000844156;9.84302E-16;-0.000787278
133;407.38;85.08;10.19;10.19;0.0;-0.364166667;0.93;-0.00021645;3.93721E-15;0.000202051
134;407.01;86.01;10.19;10.19;0.0;-0.371666667;0.93;-0.000606061;3.93721E-15;0.000561079
135;406.64;86.94;10.19;10.19;0.0;-0.364166667;0.93;6.49351E-05;0.000606061;-0.000282147
136;406.28;87.87;10.19;10.19;0.0;-0.364166667;0.93;-6.49351E-05;0.000757576;-0.000216299
137;405.91;88.8;10.19;10.19;0.0;-0.371666667;0.929166667;0.000606061;0.000584416;-0.000778602
138;405.54;89.73;10.19;10.19;0.0;-0.364166667;0.935833333;0.00021645;0.00021645;-0.000277876
139;405.18;90.67;10.19;10.19;0.0;-0.365;0.935833333;-0.000238095;-0.00021645;0.000297789
140;404.81;91.6;10.19;10.19;0.0;-0.365;0.929166667;0.000238095;-0.000584416;-7.95932E-06
141;404.45;92.53;10.19;10.19;0.0;-0.364166667;0.93;-0.00021645;-0.000757576;0.000478965
142;404.08;93.46;10.19;10.19;0.0;-0.371666667;0.93;7.87441E-15;-0.000606061;0.000224231
143;403.71;94.39;10.19;10.19;0.0;-0.364166667;0.93;0.00021645;4.92151E-15;-0.000202051
144;403.35;95.32;10.19;10.19;0.0;-0.365;0.93;-0.000238095;3.93721E-15;0.000222053
145;402.98;96.25;10.19;10.19;0.0;-0.365;0.93;-0.001580087;-0.000606061;0.001695459
146;402.62;97.18;10.19;10.19;0.0;-0.364166667;0.93;-0.003095238;-0.001363636;0.00338777
147;402.25;98.11;10.19;10.19;0.0;-0.369166667;0.930833333;-0.004329004;-0.001948052;0.004729324
148;401.88;99.04;10.19;10.19;0.0;-0.380833333;0.925;-0.004502165;-0.001558442;0.004753309
149;401.49;99.96;10.19;10.19;0.0;-0.385833333;0.919166667;-0.004285714;-0.001190476;0.004440275
150;401.11;100.88;10.19;10.19;-0.1;-0.384166667;0.919166667;-0.002337662;-0.000779221;0.002476035
151;400.72;101.8;10.19;10.19;-0.5;-0.390833333;0.925833333;-0.001038961;-0.00038961;0.001097805
152;400.33;102.73;10.18;10.18;-1.0;-0.390833333;0.925833333;-0.00017316;-0.00021645;0.000241314
153;399.94;103.65;10.17;10.17;-1.6;-0.384166667;0.919166667;0.00021645;2.1645E-05;-0.000209638
154;399.56;104.57;10.15;10.15;-1.8;-0.384166667;0.92;0.000541126;-1.9686E-15;-0.000502362
155;399.17;105.49;10.13;10.13;-1.7;-0.391666667;0.919166667;0;-2.1645E-05;8.49968E-06
156;398.78;106.41;10.12;10.12;-1.5;-0.384166667;0.925833333;-0.000541126;0.00021645;0.000414879
157;398.4;107.34;10.1;10.10;-1.4;-0.384166667;0.925833333;-0.00021645;-0.00021645;0.000281541
158;398.01;108.26;10.09;10.09;-1.2;-0.390833333;0.919166667;0.00017316;2.1645E-05;-0.000168223
159;397.62;109.18;10.08;10.08;-0.8;-0.390833333;0.92;-0.00017316;-9.84302E-16;0.000159511
160;397.23;110.1;10.07;10.07;-0.7;-0.384166667;0.919166667;0.00021645;-2.1645E-05;-0.000192818
161;396.85;111.02;10.07;10.06;-1.0;-0.384166667;0.925833333;0.001753247;0.000822511;-0.001925456
162;396.46;111.95;10.05;10.05;-1.4;-0.391666667;0.925833333;0.002727273;0.001147186;-0.002927772
163;396.07;112.87;10.04;10.04;-1.7;-0.385833333;0.918333333;0.003354978;0.001363636;-0.003649724
164;395.69;113.79;10.02;10.02;-1.9;-0.374166667;0.925;0.003506494;0.001406926;-0.003794804
165;395.32;114.72;10;10.00;-1.9;-0.369166667;0.930833333;0.003311688;0.001341991;-0.003563421
166;394.95;115.65;9.98;9.98;-1.6;-0.37;0.93;0.001969697;0.001363636;-0.00233007
167;394.58;116.58;9.97;9.97;-1.6;-0.37;0.93;0.000606061;0.000606061;-0.000785756
168;394.21;117.51;9.95;9.95;-1.9;-0.37;0.93;0.000606061;3.93721E-15;-0.000562118
169;393.84;118.44;9.93;9.93;-1.9;-0.37;0.93;0.000757576;9.84302E-16;-0.000702647
170;393.47;119.37;9.91;9.91;-1.6;-0.370833333;0.93;0.000584416;-3.93721E-15;-0.000541542
171;393.1;120.3;9.9;9.90;-1.5;-0.364166667;0.93;0.00021645;-1.9686E-15;-0.000202051
172;392.74;121.23;9.88;9.88;-1.5;-0.364166667;0.93;-0.00021645;-0.000606061;0.000423582
173;392.37;122.16;9.87;9.87;-1.5;-0.370833333;0.93;-0.000584416;-0.000757576;0.00082146
174;392;123.09;9.85;9.85;-1.5;-0.37;0.930833333;-0.000757576;-0.000584416;0.000916799
175;391.63;124.02;9.84;9.84;-1.5;-0.37;0.924166667;-0.000606061;-0.00021645;0.000648944
176;391.26;124.94;9.82;9.82;-1.3;-0.37;0.924166667;0;0.00021645;-8.1182E-05
177;390.89;125.87;9.81;9.81;-1.2;-0.37;0.930833333;3.93721E-15;0.000584416;-0.000215152
178;390.52;126.8;9.8;9.80;-1.5;-0.37;0.93;3.93721E-15;0.000757576;-0.000279548
179;390.15;127.73;9.78;9.78;-1.9;-0.37;0.93;0.000606061;0.000606061;-0.000785756
180;389.78;128.66;9.76;9.76;-2.0;-0.37;0.93;0.000757576;-2.9529E-15;-0.000702647
181;389.41;129.59;9.74;9.74;-2.0;-0.370833333;0.93;0.000584416;1.9686E-15;-0.000541542
182;389.04;130.52;9.72;9.72;-2.0;-0.364166667;0.93;-0.00038961;1.9686E-15;0.000363691
183;388.68;131.45;9.7;9.70;-2.0;-0.364166667;0.93;-0.000974026;-0.000606061;0.00113076
184;388.31;132.38;9.68;9.68;-2.0;-0.37;0.93;-0.001774892;-0.000757576;0.001925751
185;387.94;133.31;9.66;9.66;-1.9;-0.375833333;0.930833333;-0.002337662;-0.000584416;0.002368207
186;387.56;134.24;9.64;9.64;-1.5;-0.375;0.924166667;-0.001731602;-0.000822511;0.00192398
187;387.19;135.16;9.63;9.63;-1.1;-0.374166667;0.924166667;-0.000822511;-0.000541126;0.000971213
188;386.81;136.09;9.62;9.62;-1.0;-0.381666667;0.931666667;-0.000606061;-0.000606061;0.00077991
189;386.43;137.02;9.61;9.61;-1.0;-0.374166667;0.924166667;6.49351E-05;-0.00021645;2.11652E-05
190;386.06;137.94;9.6;9.60;-1.0;-0.374166667;0.925;-6.49351E-05;0.000238095;-2.92138E-05
191;385.68;138.87;9.59;9.59;-1.0;-0.381666667;0.925;-3.93721E-15;-0.000238095;9.06969E-05
192;385.3;139.79;9.58;9.58;-1.0;-0.374166667;0.924166667;-0.000541126;0.00021645;0.000422848
193;384.93;140.72;9.57;9.57;-1.1;-0.374166667;0.931666667;-0.00021645;0.000606061;-2.48098E-05
194;384.55;141.65;9.56;9.56;-1.5;-0.380833333;0.924166667;0.00017316;-6.49351E-05;-0.000135479
195;384.17;142.57;9.54;9.54;-1.8;-0.380833333;0.924166667;-0.00017316;6.49351E-05;0.000135479
196;383.79;143.5;9.52;9.52;-1.6;-0.374166667;0.931666667;0.00021645;-0.000606061;2.48098E-05
197;383.42;144.43;9.51;9.51;-1.6;-0.374166667;0.924166667;0.000541126;-0.00021645;-0.000422848
198;383.04;145.35;9.49;9.49;-1.7;-0.381666667;0.925;3.93721E-15;0.000238095;-9.06969E-05
199;382.66;146.28;9.47;9.47;-1.6;-0.374166667;0.925;6.49351E-05;-0.000238095;2.92138E-05
200;382.29;147.2;9.46;9.46;-1.7;-0.374166667;0.924166667;-6.49351E-05;0.00021645;-2.11652E-05
201;381.91;148.13;9.44;9.44;-2.2;-0.381666667;0.931666667;-3.93721E-15;0.000606061;-0.000226649
202;381.53;149.06;9.41;9.41;-2.6;-0.374166667;0.924166667;6.49351E-05;-6.49351E-05;-3.60335E-05
203;381.16;149.98;9.39;9.39;-2.5;-0.374166667;0.924166667;-6.49351E-05;6.49351E-05;3.60335E-05
204;380.78;150.91;9.36;9.36;-2.4;-0.381666667;0.931666667;3.93721E-15;-0.000606061;0.000226649
205;380.4;151.84;9.34;9.34;-2.1;-0.374166667;0.924166667;-0.000541126;-0.00021645;0.000586273
206;380.03;152.76;9.32;9.32;-2.0;-0.374166667;0.925;-0.00021645;0.000238095;0.000111862
207;379.65;153.69;9.3;9.30;-2.0;-0.380833333;0.925;0.00017316;-0.000238095;-6.94299E-05
208;379.27;154.61;9.28;9.28;-2.0;-0.380833333;0.924166667;-0.00017316;0.00021645;7.77002E-05
209;378.89;155.54;9.26;9.26;-2.0;-0.374166667;0.931666667;0.00021645;0.000606061;-0.000423335
210;378.52;156.47;9.24;9.24;-2.0;-0.374166667;0.924166667;0.001147186;0.000541126;-0.001273949
211;378.14;157.39;9.22;9.22;-2.0;-0.381666667;0.924166667;0.001363636;0.000822511;-0.001574735
212;377.76;158.32;9.2;9.20;-2.0;-0.375;0.930833333;0.001406926;0.000584416;-0.001512687
213;377.39;159.25;9.18;9.18;-2.0;-0.369166667;0.93;0.001948052;0.000757576;-0.002087651
214;377.02;160.18;9.16;9.16;-2.0;-0.37;0.93;0.002121212;0.000606061;-0.002191051
215;376.65;161.11;9.14;9.14;-2.0;-0.370833333;0.93;0.001190476;3.93721E-15;-0.00110314
216;376.28;162.04;9.12;9.12;-2.0;-0.364166667;0.93;0.00021645;1.9686E-15;-0.000202051
217;375.92;162.97;9.1;9.10;-2.0;-0.364166667;0.93;0.00038961;1.9686E-15;-0.000363691
218;375.55;163.9;9.08;9.08;-2.0;-0.370833333;0.93;0.00017316;0;-0.000160457
219;375.18;164.83;9.06;9.06;-2.0;-0.370833333;0.93;-0.00017316;-5.90581E-15;0.000160457
220;374.81;165.76;9.04;9.04;-2.0;-0.364166667;0.93;-0.00038961;-3.93721E-15;0.000363691
221;374.45;166.69;9.02;9.02;-2.0;-0.364166667;0.93;0.00038961;0;-0.000363691
222;374.08;167.62;9;9.00;-2.0;-0.370833333;0.93;0.00017316;-1.9686E-15;-0.000160457
223;373.71;168.55;8.98;8.98;-2.0;-0.370833333;0.93;-0.00017316;-0.000606061;0.000384392
224;373.34;169.48;8.96;8.96;-2.0;-0.364166667;0.93;-0.00038961;-0.000757576;0.000640606
225;372.98;170.41;8.94;8.94;-1.9;-0.364166667;0.930833333;-0.00021645;-0.000584416;0.000414884
226;372.61;171.34;8.92;8.92;-1.6;-0.370833333;0.924166667;-0.001190476;-0.00021645;0.001195494
227;372.24;172.26;8.91;8.91;-1.6;-0.37;0.924166667;-0.001515152;0.00021645;0.001338223
228;371.87;173.19;8.89;8.89;-1.9;-0.369166667;0.930833333;-0.001190476;0.000584416;0.00088874
229;371.5;174.12;8.87;8.87;-1.9;-0.375833333;0.93;-0.00021645;0.000757576;-8.26597E-05
230;371.12;175.05;8.85;8.85;-1.6;-0.375833333;0.93;0.00021645;1.9686E-15;-0.000199456
231;370.75;175.98;8.84;8.84;-1.5;-0.369166667;0.93;0.000584416;-0.000757576;-0.000263367
232;370.38;176.91;8.82;8.82;-1.5;-0.37;0.930833333;0.000757576;-0.000584416;-0.000486496
233;370.01;177.84;8.81;8.81;-1.5;-0.37;0.924166667;-3.93721E-15;-0.00021645;8.1182E-05
234;369.64;178.76;8.79;8.79;-1.5;-0.37;0.924166667;-0.000757576;0.00021645;0.000628521
235;369.27;179.69;8.78;8.78;-1.5;-0.369166667;0.930833333;-0.000584416;0.000584416;0.000326905
236;368.9;180.62;8.76;8.76;-1.5;-0.375833333;0.93;-0.00021645;0.000151515;0.000143033
237;368.52;181.55;8.75;8.75;-1.5;-0.375833333;0.93;0.00021645;-0.000151515;-0.000143033
238;368.15;182.48;8.73;8.73;-1.5;-0.369166667;0.930833333;0.000584416;-0.000584416;-0.000326905
239;367.78;183.41;8.72;8.72;-1.5;-0.37;0.924166667;0.000757576;-0.00021645;-0.000628521
240;367.41;184.33;8.7;8.70;-1.5;-0.37;0.924166667;0.000606061;0.00021645;-0.000648944
241;367.04;185.26;8.69;8.69;-1.5;-0.37;0.930833333;-0.000606061;0.000584416;0.000346166
242;366.67;186.19;8.67;8.67;-1.5;-0.37;0.93;-0.000757576;0.000757576;0.0004231
243;366.3;187.12;8.66;8.66;-1.5;-0.369166667;0.93;-0.000584416;1.9686E-15;0.000542543
244;365.93;188.05;8.64;8.64;-1.5;-0.375833333;0.93;-0.000822511;-0.000757576;0.001040047
245;365.55;188.98;8.63;8.63;-1.5;-0.375833333;0.930833333;-0.001147186;-0.000584416;0.001272751
246;365.18;189.91;8.61;8.61;-1.5;-0.368333333;0.924166667;-0.001363636;-0.000822511;0.001587523
247;364.81;190.83;8.6;8.60;-1.5;-0.375;0.924166667;-0.001406926;-0.000541126;0.001515166
248;364.43;191.76;8.58;8.58;-1.4;-0.380833333;0.931666667;-0.001341991;-0.000606061;0.001452598
249;364.05;192.69;8.57;8.57;-1.1;-0.38;0.924166667;-0.000757576;-0.00021645;0.00078416
250;363.67;193.61;8.56;8.56;-1.0;-0.38;0.925;0.000151515;-0.000367965;-3.24663E-07
251;363.29;194.54;8.55;8.55;-1.5;-0.380833333;0.925;0.000584416;-0.00038961;-0.00039182
252;362.91;195.46;8.53;8.53;-1.9;-0.374166667;0.925;0.00021645;-0.00021645;-0.000120015
253;362.54;196.39;8.51;8.51;-2.0;-0.374166667;0.925;-0.00021645;0.00021645;0.000120015
254;362.16;197.31;8.49;8.49;-2.0;-0.380833333;0.925;-0.000584416;-0.00021645;0.000622401
255;361.78;198.24;8.47;8.47;-2.0;-0.38;0.925;-0.000757576;0.00021645;0.000618483
